-4.00	6.9075637570
-3.99	6.9075637560
-3.98	6.9075637540
-3.97	6.9075637530
-3.96	6.9075637520
-3.95	6.9075637510
-3.94	6.9075637500
-3.93	6.9075637480
-3.92	6.9075637470
-3.91	6.9075637460
-3.90	6.9075637440
-3.89	6.9075637420
-3.88	6.9075637410
-3.87	6.9075637390
-3.86	6.9075637370
-3.85	6.9075637350
-3.84	6.9075637330
-3.83	6.9075637310
-3.82	6.9075637290
-3.81	6.9075637260
-3.80	6.9075637240
-3.79	6.9075637210
-3.78	6.9075637190
-3.77	6.9075637160
-3.76	6.9075637130
-3.75	6.9075637100
-3.74	6.9075637070
-3.73	6.9075637030
-3.72	6.9075637000
-3.71	6.9075636960
-3.70	6.9075636920
-3.69	6.9075636880
-3.68	6.9075636840
-3.67	6.9075636800
-3.66	6.9075636750
-3.65	6.9075636700
-3.64	6.9075636650
-3.63	6.9075636600
-3.62	6.9075636540
-3.61	6.9075636480
-3.60	6.9075636420
-3.59	6.9075636360
-3.58	6.9075636290
-3.57	6.9075636220
-3.56	6.9075636150
-3.55	6.9075636070
-3.54	6.9075635990
-3.53	6.9075635910
-3.52	6.9075635820
-3.51	6.9075635720
-3.50	6.9075635630
-3.49	6.9075635530
-3.48	6.9075635420
-3.47	6.9075635310
-3.46	6.9075635190
-3.45	6.9075635070
-3.44	6.9075634940
-3.43	6.9075634810
-3.42	6.9075634670
-3.41	6.9075634520
-3.40	6.9075634370
-3.39	6.9075634210
-3.38	6.9075634040
-3.37	6.9075633860
-3.36	6.9075633680
-3.35	6.9075633490
-3.34	6.9075633280
-3.33	6.9075633070
-3.32	6.9075632850
-3.31	6.9075632620
-3.30	6.9075632370
-3.29	6.9075632120
-3.28	6.9075631850
-3.27	6.9075631570
-3.26	6.9075631280
-3.25	6.9075630970
-3.24	6.9075630650
-3.23	6.9075630320
-3.22	6.9075629970
-3.21	6.9075629600
-3.20	6.9075629210
-3.19	6.9075628810
-3.18	6.9075628380
-3.17	6.9075627940
-3.16	6.9075627480
-3.15	6.9075626990
-3.14	6.9075626480
-3.13	6.9075625950
-3.12	6.9075625390
-3.11	6.9075624810
-3.10	6.9075624200
-3.09	6.9075623560
-3.08	6.9075622890
-3.07	6.9075622190
-3.06	6.9075621450
-3.05	6.9075620680
-3.04	6.9075619880
-3.03	6.9075619040
-3.02	6.9075618150
-3.01	6.9075617230
-3.00	6.9075616260
-2.99	6.9075615240
-2.98	6.9075614180
-2.97	6.9075613070
-2.96	6.9075611910
-2.95	6.9075610690
-2.94	6.9075609410
-2.93	6.9075608070
-2.92	6.9075606670
-2.91	6.9075605210
-2.90	6.9075603670
-2.89	6.9075602070
-2.88	6.9075600380
-2.87	6.9075598620
-2.86	6.9075596780
-2.85	6.9075594850
-2.84	6.9075592820
-2.83	6.9075590710
-2.82	6.9075588490
-2.81	6.9075586170
-2.80	6.9075583730
-2.79	6.9075581190
-2.78	6.9075578520
-2.77	6.9075575730
-2.76	6.9075572810
-2.75	6.9075569740
-2.74	6.9075566540
-2.73	6.9075563180
-2.72	6.9075559670
-2.71	6.9075555990
-2.70	6.9075552140
-2.69	6.9075548100
-2.68	6.9075543880
-2.67	6.9075539450
-2.66	6.9075534820
-2.65	6.9075529970
-2.64	6.9075524890
-2.63	6.9075519580
-2.62	6.9075514010
-2.61	6.9075508180
-2.60	6.9075502070
-2.59	6.9075495680
-2.58	6.9075488990
-2.57	6.9075481980
-2.56	6.9075474640
-2.55	6.9075466960
-2.54	6.9075458910
-2.53	6.9075450490
-2.52	6.9075441670
-2.51	6.9075432430
-2.50	6.9075422760
-2.49	6.9075412630
-2.48	6.9075402030
-2.47	6.9075390930
-2.46	6.9075379300
-2.45	6.9075367130
-2.44	6.9075354390
-2.43	6.9075341040
-2.42	6.9075327070
-2.41	6.9075312440
-2.40	6.9075297120
-2.39	6.9075281080
-2.38	6.9075264280
-2.37	6.9075246700
-2.36	6.9075228280
-2.35	6.9075209000
-2.34	6.9075188820
-2.33	6.9075167680
-2.32	6.9075145550
-2.31	6.9075122370
-2.30	6.9075098110
-2.29	6.9075072700
-2.28	6.9075046100
-2.27	6.9075018250
-2.26	6.9074989090
-2.25	6.9074958550
-2.24	6.9074926580
-2.23	6.9074893110
-2.22	6.9074858060
-2.21	6.9074821360
-2.20	6.9074782940
-2.19	6.9074742710
-2.18	6.9074700580
-2.17	6.9074656480
-2.16	6.9074610300
-2.15	6.9074561960
-2.14	6.9074511330
-2.13	6.9074458330
-2.12	6.9074402840
-2.11	6.9074344740
-2.10	6.9074283900
-2.09	6.9074220210
-2.08	6.9074153520
-2.07	6.9074083700
-2.06	6.9074010600
-2.05	6.9073934060
-2.04	6.9073853930
-2.03	6.9073770030
-2.02	6.9073682190
-2.01	6.9073590220
-2.00	6.9073493930
-1.99	6.9073393120
-1.98	6.9073287570
-1.97	6.9073177070
-1.96	6.9073061380
-1.95	6.9072940250
-1.94	6.9072813440
-1.93	6.9072680670
-1.92	6.9072541680
-1.91	6.9072396150
-1.90	6.9072243800
-1.89	6.9072084290
-1.88	6.9071917300
-1.87	6.9071742480
-1.86	6.9071559450
-1.85	6.9071367830
-1.84	6.9071167230
-1.83	6.9070957220
-1.82	6.9070737360
-1.81	6.9070507190
-1.80	6.9070266220
-1.79	6.9070013960
-1.78	6.9069749880
-1.77	6.9069473410
-1.76	6.9069183990
-1.75	6.9068881010
-1.74	6.9068563840
-1.73	6.9068231800
-1.72	6.9067884210
-1.71	6.9067520350
-1.70	6.9067139440
-1.69	6.9066740710
-1.68	6.9066323300
-1.67	6.9065886370
-1.66	6.9065428980
-1.65	6.9064950190
-1.64	6.9064449010
-1.63	6.9063924380
-1.62	6.9063375220
-1.61	6.9062800380
-1.60	6.9062198670
-1.59	6.9061568840
-1.58	6.9060909580
-1.57	6.9060219510
-1.56	6.9059497210
-1.55	6.9058741180
-1.54	6.9057949840
-1.53	6.9057121570
-1.52	6.9056254640
-1.51	6.9055347250
-1.50	6.9054397540
-1.49	6.9053403540
-1.48	6.9052363190
-1.47	6.9051274340
-1.46	6.9050134740
-1.45	6.9048942050
-1.44	6.9047693810
-1.43	6.9046387440
-1.42	6.9045020250
-1.41	6.9043589430
-1.40	6.9042092040
-1.39	6.9040525010
-1.38	6.9038885100
-1.37	6.9037168970
-1.36	6.9035373100
-1.35	6.9033493790
-1.34	6.9031527220
-1.33	6.9029469350
-1.32	6.9027315980
-1.31	6.9025062730
-1.30	6.9022704980
-1.29	6.9020237940
-1.28	6.9017656590
-1.27	6.9014955670
-1.26	6.9012129700
-1.25	6.9009172950
-1.24	6.9006079410
-1.23	6.9002842820
-1.22	6.8999456640
-1.21	6.8995914020
-1.20	6.8992207810
-1.19	6.8988330540
-1.18	6.8984274400
-1.17	6.8980031230
-1.16	6.8975592510
-1.15	6.8970949330
-1.14	6.8966092390
-1.13	6.8961011970
-1.12	6.8955697920
-1.11	6.8950139630
-1.10	6.8944326040
-1.09	6.8938245580
-1.08	6.8931886160
-1.07	6.8925235170
-1.06	6.8918279460
-1.05	6.8911005250
-1.04	6.8903398210
-1.03	6.8895443330
-1.02	6.8887124980
-1.01	6.8878426830
-1.00	6.8869331820
-0.99	6.8859822180
-0.98	6.8849879330
-0.97	6.8839483910
-0.96	6.8828615710
-0.95	6.8817253640
-0.94	6.8805375710
-0.93	6.8792958970
-0.92	6.8779979480
-0.91	6.8766412300
-0.90	6.8752231390
-0.89	6.8737409620
-0.88	6.8721918700
-0.87	6.8705729130
-0.86	6.8688810160
-0.85	6.8671129750
-0.84	6.8652654510
-0.83	6.8633349650
-0.82	6.8613178910
-0.81	6.8592104520
-0.80	6.8570087160
-0.79	6.8547085840
-0.78	6.8523057920
-0.77	6.8497958960
-0.76	6.8471742740
-0.75	6.8444361120
-0.74	6.8415764000
-0.73	6.8385899270
-0.72	6.8354712700
-0.71	6.8322147870
-0.70	6.8288146110
-0.69	6.8252646420
-0.68	6.8215585360
-0.67	6.8176897000
-0.66	6.8136512810
-0.65	6.8094361580
-0.64	6.8050369330
-0.63	6.8004459220
-0.62	6.7956551460
-0.61	6.7906563190
-0.60	6.7854408430
-0.59	6.7799997920
-0.58	6.7743239090
-0.57	6.7684035910
-0.56	6.7622288800
-0.55	6.7557894530
-0.54	6.7490746120
-0.53	6.7420732730
-0.52	6.7347739570
-0.51	6.7271647770
-0.50	6.7192334290
-0.49	6.7109671820
-0.48	6.7023528710
-0.47	6.6933768810
-0.46	6.6840251410
-0.45	6.6742831110
-0.44	6.6641357740
-0.43	6.6535676260
-0.42	6.6425626650
-0.41	6.6311043870
-0.40	6.6191757690
-0.39	6.6067592700
-0.38	6.5938368160
-0.37	6.5803897970
-0.36	6.5663990580
-0.35	6.5518448940
-0.34	6.5367070490
-0.33	6.5209647090
-0.32	6.5045965080
-0.31	6.4875805220
-0.30	6.4698942710
-0.29	6.4515147260
-0.28	6.4324183090
-0.27	6.4125809070
-0.26	6.3919778730
-0.25	6.3705840360
-0.24	6.3483737150
-0.23	6.3253207290
-0.22	6.3013984180
-0.21	6.2765796580
-0.20	6.2508368830
-0.19	6.2241421120
-0.18	6.1964669940
-0.17	6.1677828470
-0.16	6.1380607070
-0.15	6.1072713760
-0.14	6.0753854830
-0.13	6.0423735520
-0.12	6.0082060490
-0.11	5.9728534090
-0.10	5.9362860870
-0.09	5.8984745970
-0.08	5.8593896140
-0.07	5.8190021480
-0.06	5.7772836970
-0.05	5.7342064000
-0.04	5.6897430930
-0.03	5.6438672500
-0.02	5.5965530140
-0.01	5.5477754180
0.00	5.4975106100
0.01	5.4457360820
0.02	5.3924308940
0.03	5.3375758550
0.04	5.2811535150
0.05	5.2231481380
0.06	5.1635460430
0.07	5.1023359950
0.08	5.0395095060
0.09	4.9750610940
0.10	4.9089883330
0.11	4.8412917480
0.12	4.7719752440
0.13	4.7010467420
0.14	4.6285183120
0.15	4.5544059100
0.16	4.4787299590
0.17	4.4015160660
0.18	4.3227944020
0.19	4.2425995210
0.20	4.1609711720
0.21	4.0779552290
0.22	3.9936042780
0.23	3.9079767420
0.24	3.8211370210
0.25	3.7331553810
0.26	3.6441079450
0.27	3.5540774890
0.28	3.4631532600
0.29	3.3714320010
0.30	3.2790167700
0.31	3.1860161120
0.32	3.0925446530
0.33	2.9987226930
0.34	2.9046767820
0.35	2.8105381210
0.36	2.7164403190
0.37	2.6225208150
0.38	2.5289224600
0.39	2.4357900800
0.40	2.3432698290
0.41	2.2515083350
0.42	2.1606522360
0.43	2.0708478300
0.44	1.9822396850
0.45	1.8949689920
0.46	1.8091722000
0.47	1.7249800530
0.48	1.6425169600
0.49	1.5619000980
0.50	1.4832380970
0.51	1.4066298330
0.52	1.3321633290
0.53	1.2599154410
0.54	1.1899521960
0.55	1.1223263060
0.56	1.0570793920
0.57	0.9942417805
0.58	0.9338305769
0.59	0.8758498025
0.60	0.8202914073
0.61	0.7671381915
0.62	0.7163630042
0.63	0.6679293330
0.64	0.6217935921
0.65	0.5779051183
0.66	0.5362064997
0.67	0.4966370204
0.68	0.4591319608
0.69	0.4236251015
0.70	0.3900481981
0.71	0.3583338856
0.72	0.3284164871
0.73	0.3002324115
0.74	0.2737211840
0.75	0.2488254632
0.76	0.2254919496
0.77	0.2036702050
0.78	0.1833126857
0.79	0.1643746936
0.80	0.1468141366
0.81	0.1305900530
0.82	0.1156617855
0.83	0.1019880087
0.84	0.0895248313
0.85	0.0782259207
0.86	0.0680413571
0.87	0.0589161973
0.88	0.0507903811
0.89	0.0435992032
0.90	0.0372741350
0.91	0.0317437542
0.92	0.0269353089
0.93	0.0227762872
0.94	0.0191959201
0.95	0.0161266526
0.96	0.0135051907
0.97	0.0112732524
0.98	0.0093780547
0.99	0.0077725393
1.00	0.0064153142
1.01	0.0052705100
1.02	0.0043072396
1.03	0.0034992022
1.04	0.0028239783
1.05	0.0022625314
1.06	0.0017986284
1.07	0.0014182918
1.08	0.0011092968
1.09	0.0008607525
1.10	0.0006629226
1.11	0.0005070891
1.12	0.0003855299
1.13	0.0002915178
1.14	0.0002193317
1.15	0.0001642239
1.16	0.0001223456
1.17	0.0000906341
1.18	0.0000666968
1.19	0.0000486924
1.20	0.0000352143
1.21	0.0000251947
1.22	0.0000178178
1.23	0.0000124544
1.24	8.6101078310e-6
1.25	5.8948944880e-6
1.26	4.0028652680e-6
1.27	2.6990323470e-6
1.28	1.8080910350e-6
1.29	1.2029744600e-6
1.30	7.9383618540e-7
1.31	5.1844936960e-7
1.32	3.3426093330e-7
1.33	2.1233293180e-7
1.34	1.3282529830e-7
1.35	8.1927912890e-8
1.36	4.9947880450e-8
1.37	3.0168260550e-8
1.38	1.8072198810e-8
1.39	1.0730143550e-8
1.40	6.2979074150e-9
1.41	3.6414791950e-9
1.42	2.0686300780e-9
1.43	1.1539032800e-9
1.44	6.3330235660e-10
1.45	3.4316560590e-10
1.46	1.8405305970e-10
1.47	9.7653154530e-11
1.48	5.1059406390e-11
1.49	2.6185255340e-11
1.50	1.3140486320e-11
1.51	6.4646991920e-12
1.52	3.1325117010e-12
1.53	1.4998826120e-12
1.54	7.0836705910e-13
